Time(s),Lap,GPS_Update,GPS_Delay,Accuracy (m),Lat,Long,Altitude (m),Speed (MPH),Heading (deg),dX(m),dY(m),dZ(m),X(m),Y(m),Z(m),OBD_Update,Engine Speed (RPM) *OBD,"Accelerator Pedal (%) *OBD"""
260.38,1,0,0,2.5,39.738545,-103.90028,1514,54.2,352.3,-0.09,-0.75,0.41,-186.81,-615.95,175.04,0,2938.5,53.54
260.41,1,0,0,2.5,39.738545,-103.90028,1514,54.2,352.3,-0.29,-0.74,0.5,-187.1,-616.69,175.54,0,2938.5,53.54
260.45,1,0,0,2.5,39.738545,-103.90028,1514,54.2,352.3,-0.13,-0.72,0.44,-187.23,-617.41,175.98,0,2938.5,53.54
260.51,1,1,0.03,2.5,39.738585,-103.90028,1515,53.7,353.5,-0.12,-0.73,0.48,-187.35,-618.14,176.46,1,3017.25,60.61
260.55,1,0,0.03,2.5,39.738585,-103.90028,1515,53.7,353.5,-0.19,-0.68,0.51,-187.54,-618.82,176.97,0,3017.25,60.61
260.6,1,0,0.03,2.5,39.738585,-103.90028,1515,53.7,353.5,-0.12,-0.5,0.01,-187.66,-619.32,176.98,0,3017.25,60.61
260.66,1,0,0.03,2.5,39.738585,-103.90028,1515,53.7,353.5,-0.13,-0.55,-0.04,-187.79,-619.87,176.94,1,3014,59.6
260.69,1,1,0,2.5,39.738625,-103.9002783,1515,53.2,355.2,-0.11,-0.48,0.33,-187.9,-620.35,177.27,0,3014,59.6
260.75,1,0,0,2.5,39.738625,-103.9002783,1515,53.2,355.2,-0.08,-0.73,0.57,-187.98,-621.08,177.84,0,3014,59.6
260.81,1,0,0,2.5,39.738625,-103.9002783,1515,53.2,355.2,-0.31,-0.74,0.52,-188.29,-621.82,178.36,0,3014,59.6
260.86,1,0,0,2.5,39.738625,-103.9002783,1515,53.2,355.2,-0.3,-0.65,0.11,-188.59,-622.47,178.47,1,3080.5,75.76
260.92,1,0,0,2.5,39.738625,-103.9002783,1515,53.2,355.2,-0.2,-0.68,0.29,-188.79,-623.15,178.76,0,3080.5,75.76
260.97,1,0,0,2.5,39.738625,-103.9002783,1515,53.2,355.2,-0.19,-0.65,0.63,-188.98,-623.8,179.39,0,3080.5,75.76
261.02,1,1,0.13,2.5,39.7386634,-103.90027,1515,52.5,357.2,-0.27,-0.46,0.4,-189.25,-624.26,179.79,0,3080.5,75.76
261.07,1,0,0.13,2.5,39.7386634,-103.90027,1515,52.5,357.2,-0.28,-0.57,0.14,-189.53,-624.83,179.93,1,3137.25,100
261.13,1,0,0.13,2.5,39.7386634,-103.90027,1515,52.5,357.2,-0.22,-0.44,0.01,-189.75,-625.27,179.94,0,3137.25,100
261.14,1,1,0,2.5,39.7387033,-103.9002567,1515,51.9,359.5,-0.29,-0.49,-0.05,-190.04,-625.76,179.89,0,3137.25,100
261.19,1,0,0,2.5,39.7387033,-103.9002567,1515,51.9,359.5,-0.21,-0.46,0.04,-190.25,-626.22,179.93,1,3185.5,100
261.25,1,0,0,2.5,39.7387033,-103.9002567,1515,51.9,359.5,-0.37,-0.39,0.19,-190.62,-626.61,180.12,0,3185.5,100
261.31,1,1,0,2.5,39.7387417,-103.90024,1514,51.6,2,-0.26,-0.43,0.55,-190.88,-627.04,180.67,0,3185.5,100
261.35,1,0,0,2.5,39.7387417,-103.90024,1514,51.6,2,-0.22,-0.39,0.17,-191.1,-627.43,180.84,0,3185.5,100
261.4,1,0,0,2.5,39.7387417,-103.90024,1514,51.6,2,-0.25,-0.34,0.15,-191.35,-627.77,180.99,1,3233,100
261.47,1,0,0,2.5,39.7387417,-103.90024,1514,51.6,2,-0.14,-0.31,0.17,-191.49,-628.08,181.16,0,3233,100
261.47,1,1,0,2.5,39.738785,-103.900215,1513,51.7,4.7,-0.14,-0.31,0.17,-191.63,-628.39,181.33,0,3233,100
261.51,1,0,0,2.5,39.738785,-103.900215,1513,51.7,4.7,-0.3,-0.21,0.08,-191.93,-628.6,181.41,0,3233,100
261.57,1,0,0,2.5,39.738785,-103.900215,1513,51.7,4.7,-0.22,-0.2,0.03,-192.15,-628.8,181.44,0,3233,100
261.64,1,0,0,2.5,39.738785,-103.900215,1513,51.7,4.7,-0.27,-0.17,0.04,-192.42,-628.97,181.48,1,3292.5,100
261.67,1,1,0,2.5,39.738825,-103.9001867,1513,51.9,7.4,-0.24,-0.06,0.07,-192.66,-629.03,181.55,0,3292.5,100
261.71,1,0,0,2.5,39.738825,-103.9001867,1513,51.9,7.4,-0.27,-0.04,0.02,-192.93,-629.07,181.57,0,3292.5,100
261.75,1,0,0,2.5,39.738825,-103.9001867,1513,51.9,7.4,-0.31,-0.03,0.03,-193.24,-629.1,181.6,1,3339,100
261.82,1,0,0,2.5,39.738825,-103.9001867,1513,51.9,7.4,-0.36,0.03,-0.04,-193.6,-629.07,181.56,0,3339,100
261.87,1,0,0,2.5,39.738825,-103.9001867,1513,51.9,7.4,-0.23,0.01,-0.02,-193.83,-629.06,181.54,0,3339,100
261.92,1,0,0,2.5,39.738825,-103.9001867,1513,51.9,7.4,-0.27,0.03,-0.08,-194.1,-629.03,181.46,1,3384,100
261.99,1,0,0,2.5,39.738825,-103.9001867,1513,51.9,7.4,-0.27,0.06,-0.07,-194.37,-628.97,181.39,0,3384,100
262.02,1,1,0.15,2.5,39.7388667,-103.9001567,1512,52.1,10.1,-0.27,0.06,-0.07,-194.64,-628.91,181.32,0,3384,100
262.04,1,0,0.15,2.5,39.7388667,-103.9001567,1512,52.1,10.1,-0.23,0.06,-0.03,-194.87,-628.85,181.29,0,3384,100
262.09,1,0,0.15,2.5,39.7388667,-103.9001567,1512,52.1,10.1,-0.3,0.17,-0.08,-195.17,-628.68,181.21,1,3454.25,100
262.14,1,1,0,2.5,39.7389034,-103.900125,1512,52.2,12.8,-0.22,0.15,0.05,-195.39,-628.53,181.26,0,3454.25,100
262.19,1,0,0,2.5,39.7389034,-103.900125,1512,52.2,12.8,-0.27,0.17,0.06,-195.66,-628.36,181.32,0,3454.25,100
262.24,1,0,0,2.5,39.7389034,-103.900125,1512,52.2,12.8,-0.14,0.08,0.18,-195.8,-628.28,181.5,0,3454.25,100
262.29,1,0,0,2.5,39.7389034,-103.900125,1512,52.2,12.8,-0.17,0.17,0.17,-195.97,-628.11,181.67,1,3513.5,100
262.29,1,1,0,2.5,39.73894,-103.90009,1513,52.5,15.5,-0.17,0.17,0.17,-196.14,-627.94,181.84,0,3513.5,100
262.34,1,0,0,2.5,39.73894,-103.90009,1513,52.5,15.5,-0.17,0.09,0.09,-196.31,-627.85,181.93,0,3513.5,100
262.42,1,0,0,2.5,39.73894,-103.90009,1513,52.5,15.5,-0.29,0.25,0.02,-196.6,-627.6,181.95,0,3513.5,100
262.46,1,1,0,2.5,39.7389767,-103.9000517,1513,52.7,18.4,-0.24,0.17,0.06,-196.84,-627.43,182.01,0,3513.5,100
262.51,1,0,0,2.5,39.7389767,-103.9000517,1513,52.7,18.4,-0.3,0.1,0.05,-197.14,-627.33,182.06,0,3513.5,100
262.56,1,0,0,2.5,39.7389767,-103.9000517,1513,52.7,18.4,-0.12,0.04,0.17,-197.26,-627.29,182.23,0,3513.5,100
262.62,1,0,0,2.5,39.7389767,-103.9000517,1513,52.7,18.4,-0.21,0.07,0.01,-197.47,-627.22,182.24,1,3574.5,100
262.67,1,0,0,2.5,39.7389767,-103.9000517,1513,52.7,18.4,-0.25,0.09,-0.05,-197.72,-627.13,182.19,0,3574.5,100
262.71,1,1,0.05,2.5,39.7390134,-103.90001,1514,53.3,21,-0.22,0.11,0.05,-197.94,-627.02,182.24,0,3574.5,100
262.74,1,0,0.05,2.5,39.7390134,-103.90001,1514,53.3,21,-0.25,0.05,-0.09,-198.19,-626.97,182.15,1,3671,100
262.8,1,0,0.05,2.5,39.7390134,-103.90001,1514,53.3,21,-0.27,0.06,-0.13,-198.46,-626.91,182.02,0,3671,100
262.85,1,0,0.05,2.5,39.7390134,-103.90001,1514,53.3,21,-0.26,0.1,0.02,-198.72,-626.81,182.04,0,3671,100
262.91,1,0,0.05,2.5,39.7390134,-103.90001,1514,53.3,21,-0.26,0.05,-0.01,-198.98,-626.76,182.03,0,3671,100
262.96,1,0,0.05,2.5,39.7390134,-103.90001,1514,53.3,21,-0.19,0.04,0.07,-199.17,-626.72,182.1,1,3741.25,100
262.97,1,1,0.07,2.5,39.73905,-103.8999683,1514,53.9,23.3,-0.19,0.04,0.07,-199.36,-626.68,182.17,0,3741.25,100
263.02,1,0,0.07,2.5,39.73905,-103.8999683,1514,53.9,23.3,-0.28,0.03,-0.01,-199.64,-626.65,182.16,0,3741.25,100
263.07,1,0,0.07,2.5,39.73905,-103.8999683,1514,53.9,23.3,-0.29,0.08,-0.1,-199.93,-626.57,182.06,0,3741.25,100
263.11,1,1,0,2.5,39.7390867,-103.8999283,1514,54.4,25.2,-0.24,0.11,-0.04,-200.17,-626.46,182.02,0,3741.25,100
263.16,1,0,0,2.5,39.7390867,-103.8999283,1514,54.4,25.2,-0.15,0.07,-0.04,-200.32,-626.39,181.98,0,3741.25,100
263.21,1,0,0,2.5,39.7390867,-103.8999283,1514,54.4,25.2,-0.23,0.06,-0.03,-200.55,-626.33,181.95,1,3800,100
263.28,1,1,0,2.5,39.739125,-103.8998866,1514,55.2,26.9,-0.29,0.07,-0.07,-200.84,-626.26,181.88,0,3800,100
263.32,1,0,0,2.5,39.739125,-103.8998866,1514,55.2,26.9,-0.21,0.05,0.05,-201.05,-626.21,181.93,0,3800,100
263.37,1,0,0,2.5,39.739125,-103.8998866,1514,55.2,26.9,-0.1,-0.01,0.36,-201.15,-626.22,182.29,0,3800,100
263.42,1,0,0,2.5,39.739125,-103.8998866,1514,55.2,26.9,-0.15,-0.03,0.09,-201.3,-626.25,182.38,0,3800,100
263.47,1,1,0,2.5,39.7391666,-103.8998433,1514,56.3,28.3,-0.29,0.1,-0.05,-201.59,-626.15,182.33,1,3868.5,100
263.51,1,0,0,2.5,39.7391666,-103.8998433,1514,56.3,28.3,-0.18,0.09,0,-201.77,-626.06,182.33,0,3868.5,100
263.56,1,0,0,2.5,39.7391666,-103.8998433,1514,56.3,28.3,-0.23,-0.09,0.05,-202,-626.15,182.38,0,3868.5,100
263.62,1,0,0,2.5,39.7391666,-103.8998433,1514,56.3,28.3,-0.19,0.07,0.03,-202.19,-626.08,182.41,1,3972,100
263.67,1,0,0,2.5,39.7391666,-103.8998433,1514,56.3,28.3,-0.37,0.05,-0.18,-202.56,-626.03,182.23,0,3972,100
263.68,1,1,0,2.5,39.7392083,-103.8998,1515,57.3,29.5,-0.12,0.01,0.29,-202.68,-626.02,182.52,0,3972,100
263.73,1,0,0,2.5,39.7392083,-103.8998,1515,57.3,29.5,-0.04,-0.11,0.31,-202.72,-626.13,182.83,0,3972,100
263.78,1,0,0,2.5,39.7392083,-103.8998,1515,57.3,29.5,-0.13,0.03,0.11,-202.85,-626.1,182.94,1,4010.75,100
263.84,1,0,0,2.5,39.7392083,-103.8998,1515,57.3,29.5,-0.17,-0.12,0.18,-203.02,-626.22,183.12,0,4010.75,100
263.88,1,0,0,2.5,39.7392083,-103.8998,1515,57.3,29.5,-0.13,-0.01,0.11,-203.15,-626.23,183.23,0,4010.75,100
263.94,1,0,0,2.5,39.7392083,-103.8998,1515,57.3,29.5,-0.03,-0.14,0.35,-203.18,-626.37,183.58,0,4010.75,100
263.99,1,0,0,2.5,39.7392083,-103.8998,1515,57.3,29.5,0.03,-0.35,0.51,-203.15,-626.72,184.09,1,4065,100
264.01,1,1,0.13,2.5,39.73925,-103.8997567,1515,58.2,30.6,0.03,-0.35,0.51,-203.12,-627.07,184.6,0,4065,100
264.04,1,0,0.13,2.5,39.73925,-103.8997567,1515,58.2,30.6,0.09,-0.22,0.67,-203.03,-627.29,185.27,0,4065,100
264.1,1,0,0.13,2.5,39.73925,-103.8997567,1515,58.2,30.6,0.14,-0.3,0.69,-202.89,-627.59,185.96,0,4065,100
264.15,1,0,0.13,2.5,39.73925,-103.8997567,1515,58.2,30.6,0.1,-0.43,0.52,-202.79,-628.02,186.48,0,4065,100
264.16,1,1,0,2.5,39.7392916,-103.8997133,1515,59.3,31.5,0.1,-0.43,0.52,-202.69,-628.45,187,0,4065,100
264.21,1,0,0,2.5,39.7392916,-103.8997133,1515,59.3,31.5,-0.17,0.17,-0.16,-202.86,-628.28,186.84,1,4128.25,0
264.26,1,0,0,2.5,39.7392916,-103.8997133,1515,59.3,31.5,0.05,-0.18,0.09,-202.81,-628.46,186.93,0,4128.25,0
264.28,1,1,0,2.5,39.7393333,-103.8996667,1515,60.2,32.4,0.36,-0.08,0.42,-202.45,-628.54,187.35,0,4128.25,0
264.33,1,0,0,2.5,39.7393333,-103.8996667,1515,60.2,32.4,0.11,0.05,-0.04,-202.34,-628.49,187.31,0,4128.25,0
264.39,1,0,0,2.5,39.7393333,-103.8996667,1515,60.2,32.4,0.1,-0.03,-0.02,-202.24,-628.52,187.29,0,4128.25,0
264.44,1,0,0,2.5,39.7393333,-103.8996667,1515,60.2,32.4,0.19,-0.05,0.08,-202.05,-628.57,187.37,1,4066,0
264.51,1,1,0.03,2.5,39.7393766,-103.8996216,1515,61,33.1,-0.07,0.03,-0.3,-202.12,-628.54,187.07,0,4066,0
264.56,1,0,0.03,2.5,39.7393766,-103.8996216,1515,61,33.1,0.17,-0.02,0.02,-201.95,-628.56,187.09,0,4066,0
264.59,1,0,0.03,2.5,39.7393766,-103.8996216,1515,61,33.1,0.13,-0.03,0.02,-201.82,-628.59,187.11,0,4066,0
264.64,1,0,0.03,2.5,39.7393766,-103.8996216,1515,61,33.1,0.19,-0.02,-0.01,-201.63,-628.61,187.1,0,4066,0
264.68,1,1,0,2.5,39.73942,-103.8995767,1515,61.9,33.7,0.12,-0.05,0.02,-201.51,-628.66,187.12,1,4076.25,0
264.72,1,0,0,2.5,39.73942,-103.8995767,1515,61.9,33.7,0.39,-0.1,0.09,-201.12,-628.76,187.21,0,4076.25,0
264.78,1,0,0,2.5,39.73942,-103.8995767,1515,61.9,33.7,0.08,0.03,-0.4,-201.04,-628.73,186.81,0,4076.25,0
264.83,1,0,0,2.5,39.73942,-103.8995767,1515,61.9,33.7,0.5,-0.07,0,-200.54,-628.8,186.81,0,4076.25,0
264.88,1,0,0,2.5,39.73942,-103.8995767,1515,61.9,33.7,0.17,0.13,-0.53,-200.37,-628.67,186.28,1,3994.75,0
264.94,1,0,0,2.5,39.73942,-103.8995767,1515,61.9,33.7,0.17,0.05,-0.5,-200.2,-628.62,185.78,0,3994.75,0
265,1,0,0,2.5,39.73942,-103.8995767,1515,61.9,33.7,0.5,-0.2,-0.17,-199.7,-628.82,185.61,0,3994.75,0
265.05,1,1,0.17,2.5,39.7394634,-103.89953,1514,62.7,34.3,0.36,-0.15,-0.34,-199.34,-628.97,185.27,0,3994.75,0
265.08,1,0,0.17,2.5,39.7394634,-103.89953,1514,62.7,34.3,0.24,-0.06,-0.46,-199.1,-629.03,184.81,1,3825,0
265.15,1,1,0,2.5,39.7395083,-103.8994816,1514,63.6,34.8,0.43,-0.21,-0.36,-198.67,-629.24,184.45,0,3825,0
265.19,1,0,0,2.5,39.7395083,-103.8994816,1514,63.6,34.8,0.2,0.05,-0.49,-198.47,-629.19,183.96,0,3825,0
265.24,1,0,0,2.5,39.7395083,-103.8994816,1514,63.6,34.8,0.17,-0.21,-0.54,-198.3,-629.4,183.42,0,3825,0
265.29,1,1,0,2.5,39.73955,-103.8994333,1514,64.1,35.3,0.1,-0.03,-0.68,-198.2,-629.43,182.74,1,3645.25,0
265.34,1,0,0,2.5,39.73955,-103.8994333,1514,64.1,35.3,0.08,-0.08,-0.63,-198.12,-629.51,182.11,0,3645.25,0
265.39,1,0,0,2.5,39.73955,-103.8994333,1514,64.1,35.3,-0.04,0.07,-0.79,-198.16,-629.44,181.32,0,3645.25,0
265.44,1,0,0,2.5,39.73955,-103.8994333,1514,64.1,35.3,0.21,-0.25,-0.44,-197.95,-629.69,180.88,1,3520,0
265.47,1,1,0,2.5,39.739585,-103.8993834,1513,64.2,36,0.2,-0.26,-0.57,-197.75,-629.95,180.31,0,3520,0
265.51,1,0,0,2.5,39.739585,-103.8993834,1513,64.2,36,0.04,-0.15,-0.49,-197.71,-630.1,179.82,0,3520,0
265.56,1,0,0,2.5,39.739585,-103.8993834,1513,64.2,36,0.47,-0.44,-0.2,-197.24,-630.54,179.62,0,3520,0
265.62,1,0,0,2.5,39.739585,-103.8993834,1513,64.2,36,0.18,-0.31,-0.42,-197.06,-630.85,179.2,1,3294,0
265.68,1,0,0,2.5,39.739585,-103.8993834,1513,64.2,36,0.26,-0.39,-0.18,-196.8,-631.24,179.02,0,3294,0
265.71,1,1,0.04,2.5,39.7396217,-103.8993367,1513,64.2,36.5,0.23,-0.47,-0.28,-196.57,-631.71,178.74,0,3294,0
265.74,1,0,0.04,2.5,39.7396217,-103.8993367,1513,64.2,36.5,0.41,-0.71,0,-196.16,-632.42,178.74,0,3294,0
265.79,1,0,0.04,2.5,39.7396217,-103.8993367,1513,64.2,36.5,0.33,-0.75,-0.03,-195.83,-633.17,178.71,1,3227.5,0
265.86,1,0,0.04,2.5,39.7396217,-103.8993367,1513,64.2,36.5,0.34,-0.85,0,-195.49,-634.02,178.71,0,3227.5,0
265.91,1,0,0.04,2.5,39.7396217,-103.8993367,1513,64.2,36.5,0.36,-0.74,-0.01,-195.13,-634.76,178.7,0,3227.5,0
265.95,1,0,0.04,2.5,39.7396217,-103.8993367,1513,64.2,36.5,0.43,-0.73,0,-194.7,-635.49,178.7,0,3227.5,0
266.01,1,0,0.04,2.5,39.7396217,-103.8993367,1513,64.2,36.5,0.11,-0.49,-0.13,-194.59,-635.98,178.57,1,3240.5,0
266.03,1,1,0.12,2.5,39.7396566,-103.89929,1512,64.1,37.1,0.14,-0.35,-0.2,-194.45,-636.33,178.37,0,3240.5,0
266.09,1,0,0.12,2.5,39.7396566,-103.89929,1512,64.1,37.1,0.28,-0.61,-0.04,-194.17,-636.94,178.33,0,3240.5,0
266.11,1,1,0,2.5,39.73969,-103.8992434,1512,63.8,37.8,0.39,-0.59,0.17,-193.78,-637.53,178.5,0,3240.5,0
266.17,1,0,0,2.5,39.73969,-103.8992434,1512,63.8,37.8,0.17,-0.73,-0.13,-193.61,-638.26,178.37,0,3240.5,0
266.23,1,0,0,2.5,39.73969,-103.8992434,1512,63.8,37.8,0.2,-0.61,-0.1,-193.41,-638.87,178.27,1,3124.25,0
266.28,1,0,0,2.5,39.73969,-103.8992434,1512,63.8,37.8,0.07,-0.59,-0.16,-193.34,-639.46,178.11,0,3124.25,0
266.3,1,1,0,2.5,39.7397217,-103.8991967,1512,63.3,38.6,0.28,-0.72,0.02,-193.06,-640.18,178.13,0,3124.25,0
266.35,1,0,0,2.5,39.7397217,-103.8991967,1512,63.3,38.6,0.11,-0.63,-0.02,-192.95,-640.81,178.11,1,3146.5,0
266.42,1,0,0,2.5,39.7397217,-103.8991967,1512,63.3,38.6,-0.02,-0.77,-0.12,-192.97,-641.58,177.99,0,3146.5,0
266.46,1,0,0,2.5,39.7397217,-103.8991967,1512,63.3,38.6,0.16,-0.71,0.17,-192.81,-642.29,178.16,0,3146.5,0
266.48,1,1,0,2.5,39.7397584,-103.89915,1512,63.1,39.1,-0.09,-0.68,-0.07,-192.9,-642.97,178.09,1,3129.25,0
266.52,1,0,0,2.5,39.7397584,-103.89915,1512,63.1,39.1,0.1,-0.77,0.05,-192.8,-643.74,178.14,0,3129.25,0
266.57,1,0,0,2.5,39.7397584,-103.89915,1512,63.1,39.1,0.07,-0.79,0.01,-192.73,-644.53,178.15,0,3129.25,0
266.63,1,0,0,2.5,39.7397584,-103.89915,1512,63.1,39.1,0.12,-0.84,-0.01,-192.61,-645.37,178.14,1,3119.5,0
266.68,1,1,0,2.5,39.73979,-103.8991,1511,62.7,39.9,0.05,-0.79,0.04,-192.56,-646.16,178.18,0,3119.5,0
266.71,1,0,0,2.5,39.73979,-103.8991,1511,62.7,39.9,0.07,-0.84,-0.05,-192.49,-647,178.13,0,3119.5,0
266.76,1,0,0,2.5,39.73979,-103.8991,1511,62.7,39.9,0.09,-0.89,0,-192.4,-647.89,178.13,1,3106,0
266.82,1,0,0,2.5,39.73979,-103.8991,1511,62.7,39.9,0.1,-0.79,-0.11,-192.3,-648.68,178.02,0,3106,0
266.87,1,0,0,2.5,39.73979,-103.8991,1511,62.7,39.9,0.22,-0.84,-0.02,-192.08,-649.52,178,0,3106,0
266.93,1,0,0,2.5,39.73979,-103.8991,1511,62.7,39.9,0.4,-0.77,-0.06,-191.68,-650.29,177.94,1,3082.75,0
266.98,1,1,0.11,2.5,39.73982,-103.89905,1511,62.1,40.9,0.38,-0.67,-0.06,-191.3,-650.96,177.88,0,3082.75,0
267.03,1,0,0.11,2.5,39.73982,-103.89905,1511,62.1,40.9,-0.21,-0.3,-0.41,-191.51,-651.26,177.47,0,3082.75,0
267.09,1,0,0.11,2.5,39.73982,-103.89905,1511,62.1,40.9,-0.31,-0.16,-0.62,-191.82,-651.42,176.85,0,3082.75,0
267.11,1,1,0,2.5,39.7398467,-103.899,1511,61.6,42.1,-0.31,-0.16,-0.62,-192.13,-651.58,176.23,1,3021.75,0
267.15,1,0,0,2.5,39.7398467,-103.899,1511,61.6,42.1,-0.13,-0.41,-0.39,-192.26,-651.99,175.84,0,3021.75,0
267.2,1,0,0,2.5,39.7398467,-103.899,1511,61.6,42.1,0.32,-0.77,-0.02,-191.94,-652.76,175.82,0,3021.75,0
267.25,1,0,0,2.5,39.7398467,-103.899,1511,61.6,42.1,0.35,-0.67,0.08,-191.59,-653.43,175.9,1,2919.75,0
267.26,1,1,0,2.5,39.7398717,-103.89895,1511,60.9,43.4,0.15,-0.76,-0.06,-191.44,-654.19,175.84,0,2919.75,0
267.31,1,0,0,2.5,39.7398717,-103.89895,1511,60.9,43.4,0.23,-0.74,0.02,-191.21,-654.93,175.86,0,2919.75,0
267.37,1,0,0,2.5,39.7398717,-103.89895,1511,60.9,43.4,0.12,-0.72,-0.03,-191.09,-655.65,175.83,0,2919.75,0
267.42,1,0,0,2.5,39.7398717,-103.89895,1511,60.9,43.4,0.11,-0.74,-0.06,-190.98,-656.39,175.77,1,2867.25,0
267.47,1,1,0.01,2.5,39.7399133,-103.898885,1510,39,44.5,0.17,-0.89,0.01,-190.81,-657.28,175.78,0,2867.25,0
267.52,1,0,0.01,2.5,39.7399133,-103.898885,1510,39,44.5,0.2,-0.85,0.03,-190.61,-658.13,175.81,0,2867.25,0
267.58,1,0,0.01,2.5,39.7399133,-103.898885,1510,39,44.5,0.16,-0.96,-0.03,-190.45,-659.09,175.78,1,2842.5,0
267.63,1,0,0.01,2.5,39.7399133,-103.898885,1510,39,44.5,0.14,-1.04,0.07,-190.31,-660.13,175.85,0,2842.5,0
267.68,1,1,0.01,2.5,39.7399234,-103.8988384,1509,39.4,47.5,0.05,-0.99,0.03,-190.26,-661.12,175.88,0,2842.5,0
267.73,1,0,0.01,2.5,39.7399234,-103.8988384,1509,39.4,47.5,0.08,-0.98,0.02,-190.18,-662.1,175.9,1,2818,2.02
267.78,1,0,0.01,2.5,39.7399234,-103.8988384,1509,39.4,47.5,0.11,-1.12,0.04,-190.07,-663.22,175.94,0,2818,2.02
267.83,1,0,0.01,2.5,39.7399234,-103.8988384,1509,39.4,47.5,0.04,-1.05,0.06,-190.03,-664.27,176,0,2818,2.02
267.88,1,0,0.01,2.5,39.7399234,-103.8988384,1509,39.4,47.5,0.14,-0.98,0,-189.89,-665.25,176,0,2818,2.02
267.94,1,0,0.01,2.5,39.7399234,-103.8988384,1509,39.4,47.5,0.03,-1.11,-0.02,-189.86,-666.36,175.98,1,2772.5,26.26
268.02,1,0,0.01,2.5,39.7399234,-103.8988384,1509,39.4,47.5,-0.02,-0.94,0.01,-189.88,-667.3,175.99,0,2772.5,26.26
268.03,1,1,0.15,2.5,39.7399333,-103.89879,1509,39.8,50.8,0.24,-1.22,0.24,-189.64,-668.52,176.23,0,2772.5,26.26
268.07,1,0,0.15,2.5,39.7399333,-103.89879,1509,39.8,50.8,0.03,-0.92,-0.04,-189.61,-669.44,176.19,0,2772.5,26.26
268.09,1,1,0,2.5,39.739935,-103.89874,1508,40.2,54.2,0.09,-0.99,0.29,-189.52,-670.43,176.48,0,2772.5,26.26
268.15,1,0,0,2.5,39.739935,-103.89874,1508,40.2,54.2,-0.15,-1.05,-0.05,-189.67,-671.48,176.43,1,2769,41.41
268.2,1,0,0,2.5,39.739935,-103.89874,1508,40.2,54.2,-0.04,-1,0.04,-189.71,-672.48,176.47,0,2769,41.41
268.25,1,0,0,2.5,39.739935,-103.89874,1508,40.2,54.2,-0.3,-0.74,-0.02,-190.01,-673.22,176.45,0,2769,41.41
268.28,1,1,0,2.5,39.7399384,-103.8986933,1510,40.2,57.4,-0.43,-0.96,0.42,-190.44,-674.18,176.87,0,2769,41.41
268.42,1,0,0,2.5,39.7399384,-103.8986933,1510,40.2,57.4,-0.01,-0.97,0.22,-190.45,-675.15,177.09,1,2803.25,43.43
268.49,1,1,0.01,2.5,39.739935,-103.8986367,1509,40.7,61.5,-0.21,-1.2,-0.07,-190.66,-676.35,177.02,0,2803.25,43.43
268.52,1,0,0.01,2.5,39.739935,-103.8986367,1509,40.7,61.5,-0.17,-1,-0.03,-190.83,-677.35,176.99,0,2803.25,43.43
268.58,1,0,0.01,2.5,39.739935,-103.8986367,1509,40.7,61.5,-0.62,-0.6,-0.45,-191.45,-677.95,176.54,0,2803.25,43.43
268.62,1,0,0.01,2.5,39.739935,-103.8986367,1509,40.7,61.5,-0.27,-0.92,0.46,-191.72,-678.87,177,1,2798.5,29.29
268.72,1,1,0.04,2.5,39.739945,-103.89858,1509,41.5,64.1,-0.27,-0.89,0.66,-191.99,-679.76,177.66,0,2798.5,29.29
268.79,1,0,0.04,2.5,39.739945,-103.89858,1509,41.5,64.1,-0.01,-0.95,0.28,-192,-680.71,177.94,0,2798.5,29.29
268.82,1,0,0.04,2.5,39.739945,-103.89858,1509,41.5,64.1,-0.14,-0.99,0.03,-192.14,-681.7,177.97,0,2798.5,29.29
268.85,1,0,0.04,2.5,39.739945,-103.89858,1509,41.5,64.1,-0.04,-0.83,0.09,-192.18,-682.53,178.06,0,2798.5,29.29
268.87,1,0,0.04,2.5,39.739945,-103.89858,1509,41.5,64.1,-0.09,-0.81,0.01,-192.27,-683.34,178.07,1,2756.75,13.13
268.89,1,0,0.04,2.5,39.739945,-103.89858,1509,41.5,64.1,-0.1,-0.87,0.02,-192.37,-684.21,178.09,0,2756.75,13.13
268.92,1,0,0.04,2.5,39.739945,-103.89858,1509,41.5,64.1,0.06,-0.97,0.01,-192.31,-685.18,178.1,0,2756.75,13.13
268.94,1,0,0.04,2.5,39.739945,-103.89858,1509,41.5,64.1,-0.01,-0.99,0.02,-192.32,-686.17,178.12,0,2756.75,13.13
268.97,1,0,0.04,2.5,39.739945,-103.89858,1509,41.5,64.1,0.04,-0.99,0.15,-192.28,-687.16,178.27,0,2756.75,13.13
268.99,1,1,0.07,2.5,39.7399483,-103.8985266,1510,42,66.8,0.09,-0.92,-0.07,-192.19,-688.08,178.2,0,2756.75,13.13
269.04,1,0,0.07,2.5,39.7399483,-103.8985266,1510,42,66.8,-0.04,-0.89,0.08,-192.23,-688.97,178.28,0,2756.75,13.13
269.1,1,0,0.07,2.5,39.7399483,-103.8985266,1510,42,66.8,0.12,-1,0.22,-192.11,-689.97,178.5,1,2726,6.06
269.11,1,1,0,2.5,39.7399317,-103.89848,1510,41.7,71.5,-0.03,-1.02,-0.14,-192.14,-690.99,178.36,0,2726,6.06
