time,Wind Direction (Degs),Wind Speed (M/Sec),Lat,Long
14:05:59,242.2,17.8,37.8227583,-122.4010026
14:06:00,242.2,17.8,37.8227457,-122.4008268
14:06:01,242.2,17.8,37.8227092,-122.4006576
14:06:02,242.2,17.8,37.822664,-122.4004897
14:06:03,242.2,17.8,37.8225914,-122.4003413
14:06:04,242.2,17.8,37.8224902,-122.4002485
14:06:05,242.1,17.7,37.8223856,-122.4002315
14:06:06,242.1,17.7,37.8222893,-122.400251
14:06:07,242.1,17.6,37.8222007,-122.4002925
14:06:08,242.1,17.6,37.8221108,-122.4003318
14:06:09,242.1,17.5,37.8220216,-122.4003603
14:06:10,242.1,17.5,37.8219352,-122.4003858
14:06:11,242.1,17.4,37.8218484,-122.4004097
14:06:12,242.1,17.4,37.8217601,-122.4004287
14:06:13,242.1,17.3,37.8216684,-122.4004451
14:06:14,242.1,17.3,37.8215751,-122.4004648
14:06:15,242.1,17.2,37.8214822,-122.4004909
